ID,TARGET
309,0.008052
310,0.0037203722
312,0.03155543
313,0.15877609
315,0.01235939
317,0.027238451
318,0.027692992
321,0.00870742
323,0.07774941
325,0.016363675
326,0.012179289
327,0.022242656
328,0.19806081
329,0.017994832
330,0.0026681724
331,0.012789863
334,0.033504084
335,0.015889883
336,0.059027098
337,0.0013722674
338,0.043370787
339,0.013433771
341,0.1921888
343,0.080468275
346,0.0019235901
348,0.0026951137
350,0.26398703
351,0.0010483948
352,0.018437231
357,0.06574077
358,0.011375943
360,0.0072620693
361,0.01219453
364,0.023470767
365,0.03764189
366,0.017148333
367,0.008777956
368,0.009123287
370,0.0027597186
372,0.0012827446
376,0.00088435225
377,0.0043729595
379,0.02118102
380,0.009974755
381,0.14080529
385,0.010127395
386,0.040440578
389,0.057272296
391,0.058039136
392,0.0023189236
393,0.012038611
395,0.020283008
396,0.009417371
397,0.0010095898
398,0.03396863
399,0.052136656
400,0.0066213245
401,0.0110973595
403,0.0066153924
405,0.028165815
406,0.021599261
409,0.0059377756
411,0.016930906
413,0.0025244579
418,0.0035581412
419,0.015641468
422,0.018437231
424,0.26805183
425,0.029015578
427,0.0030722255
430,0.0009796722
431,0.013433771
434,0.027692992
435,0.03072205
437,0.063854024
438,0.0010422772
439,0.11569465
442,0.011286259
446,0.016079562
450,0.048994593
451,0.00962469
452,0.008389037
454,0.00096161914
455,0.0019871301
463,0.01142627
464,0.012418411
465,0.0033662796
467,0.16034779
468,0.04318869
470,0.010835864
472,0.12468384
473,0.015517905
475,0.0045387526
476,0.00372815
479,0.014450181
481,0.002450468
483,0.035402652
484,0.007620564
486,0.030354021
487,0.0016051863
491,0.022665074
494,0.014039106
495,0.0021365802
497,0.017915364
498,0.016231399
499,0.011079321
503,0.027692992
504,0.022526193
505,0.006357947
506,0.005526284
507,0.02890878
508,0.06822531
509,0.029539213
510,0.0023081824
511,0.09579938
512,0.013840916
516,0.0039415257
518,0.041536607
519,0.008269986
520,0.0075410646
521,0.002771594
522,0.002616103
524,0.08698179
525,0.006292913
526,0.0025122545
528,0.012495759
529,0.02931542
531,0.09024669
532,0.2917261
534,0.11082047
536,0.057054054
539,0.123889856
540,0.015852137
541,0.0016299357
542,0.1108169
545,0.010480909
546,0.0028618658
552,0.014080199
556,0.0008469248
557,0.0029327506
559,0.014978233
562,0.01296988
563,0.021511419
565,0.026563248
569,0.0011350596
570,0.082404226
574,0.020272464
575,0.0062727137
585,0.009827847
589,0.009927529
590,0.015324907
592,0.017315213
593,0.030336682
594,0.006911463
595,0.013433771
597,0.0054441323
601,0.0034587148
603,0.015411378
604,0.00051699794
605,0.033682775
607,0.0027497371
608,0.028974425
610,0.02055275
612,0.103490286
613,0.053772885
615,0.0010942307
616,0.21502239
617,0.03577594
619,0.010622391
620,0.16707861
621,0.0044599795
624,0.03664216
625,0.009275674
628,0.002328519
629,0.17862177
630,0.033334628
632,0.20252416
634,0.0012410672
637,0.012142205
638,0.01775372
642,0.020934865
643,0.005219823
644,0.08760088
646,0.0009728322
655,0.11302487
660,0.015659694
664,0.030660225
665,0.07605847
666,0.0021247307
670,0.0819509
671,0.2844785
672,0.006286654
675,0.002303174
676,0.05241836
677,0.038373865
678,0.003856794
680,0.0036233552
683,0.18289858
684,0.027323397
685,0.04043701
691,0.02901666
693,0.001301421
696,0.00085757254
698,0.0032355573
699,0.013447428
700,0.017304223
703,0.009056993
704,0.0382366
705,0.0077244453
707,0.23392308
709,0.071091115
711,0.18618315
713,0.012179289
716,0.0016191871
719,0.0034586787
721,0.011398758
722,0.007991733
723,0.048721462
724,0.002626821
727,0.001266544
728,0.01005085
729,0.0028151297
733,0.011934316
736,0.004875318
739,0.04116094
742,0.2683914
743,0.017932983
744,0.001655598
745,0.2671194
747,0.010773184
749,0.027005656
750,0.027756164
751,0.03809145
752,0.0013273901
755,0.004473735
756,0.0008975801
762,0.023117008
763,0.05002644
764,0.022057204
765,0.020354653
766,0.009701657
769,0.026256697
770,0.17121817
773,0.005273244
774,0.043642025
776,0.011468803
777,0.01787874
778,0.0031445874
779,0.0086079845
780,0.0015582251
781,0.053224154
786,0.06872331
788,0.0062648454
794,0.01809926
796,0.23817903
801,0.122305736
802,0.024108378
803,0.0037260838
804,0.0022760925
805,0.0036792534
809,0.036201216
810,0.07204513
817,0.016274927
819,0.0060110246
821,0.008969215
824,0.21034168
825,0.0038468225
826,0.18151581
830,0.0059071053
831,0.024911085
832,0.0070000426
833,0.026450045
837,0.021030027
839,0.0010096321
840,0.0013357792
841,0.043041565
842,0.002757174
843,0.0036861906
844,0.049744017
845,0.016317511
848,0.019602291
853,0.023068981
854,0.00085319363
855,0.0027327323
856,0.016782036
861,0.00891448
865,0.031006703
866,0.00047065367
867,0.016599622
870,0.0020689564
871,0.039155327
872,0.010258145
873,0.012616779
874,0.056228895
875,0.004059966
876,0.0040673087
879,0.0148504935
880,0.0026670978
883,0.01842377
884,0.0048352345
886,0.04046654
890,0.0029908305
892,0.02099638
893,0.051591855
894,0.037682064
895,0.024832604
896,0.03663246
897,0.0025866553
899,0.18623076
900,0.008623513
901,0.002999756
902,0.25780383
905,0.033815194
912,0.06564952
914,0.24638908
915,0.076570675
917,0.14385031
918,0.0041772285
919,0.012854941
921,0.0018608795
922,0.0138136055
923,0.0018612293
926,0.0014791737
929,0.0009955823
930,0.009693414
931,0.07304787
937,0.0029795393
938,0.0154044125
939,0.034818705
941,0.03778007
946,0.0026020168
947,0.0060121696
950,0.0029928659
951,0.0035056416
952,0.026210785
953,0.027547011
954,0.0008317548
955,0.013433771
956,0.17953715
957,0.03797995
960,0.03812628
963,0.28196436
966,0.028322559
969,0.029454978
971,0.010319758
972,0.002526548
975,0.009303027
980,0.018198185
982,0.130092
983,0.0021463067
985,0.28177875
987,0.010051049
988,0.0039096577
991,0.010413221
992,0.00050568883
995,0.2780025
996,0.004313138
998,0.0019714846
1001,0.1778928
1002,0.0084726475
1004,0.012097866
1005,0.09634001
1010,0.0016043283
1011,0.001175686
1012,0.0022616521
1013,0.027528081
1014,0.013442255
1015,0.039448567
1016,0.010590941
1022,0.0013071415
1023,0.04116599
1024,0.0027908285
1025,0.015988713
1026,0.18874522
1028,0.0060121985
1029,0.013371834
1032,0.07204513
1034,0.041747425
1036,0.010547891
1037,0.0030992255
1039,0.059102062
1042,0.008080767
1045,0.03368531
1046,0.032274112
1050,0.017239595
1052,0.009195957
1055,0.012208794
1057,0.004049387
1058,0.0018149725
1060,0.0015842785
1062,0.008393147
1063,0.029797567
1064,0.034020707
1065,0.02124814
1066,0.003796266
1067,0.16543867
1068,0.0072642597
1070,0.08283809
1072,0.01770947
1077,0.24397227
1078,0.012829244
1079,0.0020621999
1081,0.036915075
1082,0.20574817
1093,0.011696542
1094,0.037707567
1102,0.017522056
1103,0.07626669
1106,0.003944901
1107,0.26237375
1112,0.041524116
1113,0.002527007
1114,0.011127563
1116,0.0031262126
1118,0.1859387
1120,0.02055275
1121,0.033910815
1128,0.015204193
1130,0.06871893
1132,0.008322163
1135,0.0049956175
1138,0.0883721
1139,0.004642183
1141,0.015071977
1143,0.16542493
1146,0.092307046
1148,0.018437231
1149,0.049973022
1151,0.0107526425
1152,0.020683678
1153,0.008920262
1155,0.02171255
1157,0.0015741932
1160,0.030901058
1161,0.0027050131
1162,0.02671783
1164,0.054330397
1168,0.0161888
1169,0.0018495911
1174,0.17964843
1176,0.0014281451
1177,0.23476177
1178,0.016689822
1180,0.0128
1181,0.040520202
1182,0.034118924
1185,0.012605213
1190,0.006337721
1194,0.003057167
1196,0.033526927
1199,0.011934316
1200,0.018589243
1201,0.0044812826
1202,0.065358855
1206,0.3289577
1207,0.021500025
1208,0.00090951513
1212,0.035146907
1216,0.0011239594
1219,0.018401273
1221,0.012616457
1222,0.0022110392
1225,0.015857145
1227,0.00825658
1230,0.005685796
1231,0.013433771
1232,0.0077663544
1233,0.0019556817
1234,0.053687304
1235,0.009745105
1236,0.09558021
1237,0.0019469145
1238,0.022650719
1239,0.018415766
1240,0.04459262
1241,0.007866321
1244,0.05664245
1245,0.041860383
1247,0.008238158
1250,0.018116487
1251,0.002518302
1257,0.008408043
1259,0.0016043283
1266,0.09014476
1267,0.26305878
1268,0.0024112999
1270,0.29901215
1272,0.019992376
1273,0.10901738
1276,0.045892447
1278,0.0009879194
1279,0.049069334
1283,0.014596412
1284,0.013560796
1286,0.002917644
1289,0.03540287
1290,0.0014713388
1292,0.008072809
1293,0.030869197
1294,0.09929576
1296,0.08729122
1298,0.01081481
1299,0.094291024
1301,0.0027422847
1304,0.060824983
1306,0.010829037
1308,0.10190716
1310,0.027338317
1311,0.0014996513
1312,0.0381576
1315,0.0035193893
1318,0.06831453
1319,0.0010713679
1320,0.0018642783
1323,0.004246518
1324,0.019262426
1325,0.0500837
1326,0.008119254
1329,0.27571425
1331,0.12435691
1332,0.012556633
1335,0.0020418006
1336,0.20574817
1338,0.046665177
1340,0.09953298
1342,0.0018150356
1345,0.010080281
1347,0.0021057813
1349,0.013560796
1350,0.012385668
1351,0.002518816
1354,0.0018068064
1355,0.013147087
1356,0.01174904
1359,0.032702837
1361,0.3171777
1362,0.22566816
1363,0.17155115
1365,0.008505817
1366,0.03138319
1367,0.028822036
1368,0.003083723
1369,0.0020323184
1370,0.030562032
1371,0.02877575
1372,0.23647702
1374,0.012581632
1375,0.098669134
1376,0.054998513
1379,0.0015304427
1380,0.010258145
1383,0.018437231
1387,0.07492079
1388,0.16492464
1389,0.004545324
1390,0.053679593
1394,0.030624092
1396,0.23936446
1397,0.07875332
1399,0.019692397
1400,0.021287566
1402,0.1388043
1403,0.028558694
1404,0.078812
1405,0.033573247
1407,0.009712838
1409,0.008784572
1413,0.00052944187
1415,0.035679854
1416,0.024836889
1418,0.003043665
1422,0.0013214395
1423,0.0012088721
1425,0.0015113868
1428,0.015517038
1429,0.012955909
1430,0.018437231
1431,0.027045302
1432,0.0046749325
1434,0.0011859478
1435,0.0027225437
1436,0.31836516
1438,0.0028617978
1443,0.07760337
1445,0.01969581
1446,0.16730246
1453,0.005793893
1456,0.008169441
1458,0.018773273
1459,0.0019446764
1460,0.032980748
1461,0.12439152
1462,0.23045745
1463,0.014083429
1466,0.16582517
1467,0.011917217
1469,0.07608706
1470,0.0008856808
1471,0.17968562
1473,0.008935763
1476,0.0068324464
1477,0.017307207
1481,0.018437231
1482,0.03050003
1485,0.10690814
1486,0.23331034
1490,0.019816844
1491,0.17968562
1493,0.003934514
1494,0.09615815
1500,0.009592712
1504,0.032693855
1506,0.007794105
1509,0.010292579
1512,0.027998928
1514,0.13337037
1518,0.012054154
1520,0.0021400587
1522,0.021324703
1525,0.17899668
1526,0.05453666
1529,0.20574817
1530,0.05306143
1532,0.0037569215
1533,0.019001054
1537,0.026508944
1542,0.061376996
1544,0.033719033
1545,0.23410347
1546,0.17155115
1549,0.11782576
1551,0.0027225437
1552,0.0028122826
1555,0.016813442
1556,0.0022148336
1558,0.1778928
1560,0.006272488
1561,0.039399292
1562,0.005916162
1563,0.0010487799
1566,0.0016056104
1568,0.019922191
1570,0.008535469
1575,0.10566589
1577,0.016979475
1579,0.004314319
1581,0.014350385
1582,0.13704775
1585,0.04968804
1586,0.003002604
1587,0.004008825
1593,0.026006669
1597,0.11168541
1599,0.019343607
1608,0.0017933112
1609,0.018437231
1612,0.027323397
1615,0.0018111272
1616,0.02216811
1618,0.03081208
1619,0.0022226823
1624,0.011582962
1625,0.085380316
1627,0.010268868
1628,0.24513027
1635,0.0026239604
1636,0.056320034
1637,0.012768279
1640,0.0088409595
1642,0.008213817
1645,0.031006703
1647,0.009343581
1648,0.24638908
1650,0.0061676796
1651,0.08398372
1653,0.012107485
1654,0.0023820684
1655,0.012425366
1656,0.103248246
1657,0.107444435
1659,0.14576374
1661,0.0997488
1662,0.0110760145
1663,0.08999239
1664,0.04057059
1671,0.0148504935
1673,0.018437231
1674,0.009649762
1678,0.0026720604
1680,0.01791055
1682,0.03757564
1687,0.0014214233
1689,0.003286536
1690,0.018621387
1691,0.02411941
1692,0.035912924
1696,0.010523603
1701,0.088621825
1702,0.020860609
1705,0.006054574
1707,0.035102125
1711,0.01655521
1714,0.067441605
1715,0.13230391
1716,0.032748815
1717,0.0048826267
1719,0.0034885292
1723,0.002866533
1725,0.0019949756
1726,0.36708716
1728,0.0009554552
1730,0.0042010946
1731,0.0032124063
1736,0.005586991
1742,0.28076226
1745,0.092596464
1747,0.2316597
1749,0.018642073
1750,0.08412103
1751,0.001433655
1752,0.02351456
1753,0.030252172
1754,0.016260184
1758,0.22955152
1759,0.010252555
1760,0.001497674
1761,0.012097866
1763,0.028890131
1765,0.16089462
1767,0.050862037
1768,0.0017311769
1769,0.005209442
1774,0.029006235
1775,0.07821043
1776,0.0010618176
1777,0.016367458
1779,0.034067042
1780,0.0009820693
1783,0.0036679527
1784,0.015985502
1785,0.0054057487
1789,0.012616779
1790,0.071297884
1792,0.019999038
1793,0.0532802
1795,0.008689776
1796,0.010366733
1798,0.039032944
1802,0.013287271
1803,0.04813525
1805,0.0030611968
1806,0.039840262
1809,0.011386149
1810,0.00050599285
1812,0.01356259
1813,0.05780117
1814,0.097471856
1815,0.012367635
1817,0.029481197
1818,0.015403847
1819,0.012358255
1820,0.016225187
1821,0.16980213
1823,0.040276945
1826,0.0177421
1827,0.02503532
1829,0.2683914
1831,0.0021246558
1833,0.026740402
1834,0.0046706214
1837,0.034607254
1838,0.0015582251
1839,0.0010120937
1840,0.03841686
1841,0.022847023
1842,0.027568493
1844,0.041605696
1845,0.011314677
1846,0.0011240527
1847,0.0018815008
1850,0.0017938039
1851,0.036218334
1852,0.001138153
1860,0.04427612
1862,0.056086954
1864,0.14459671
1865,0.008969215
1866,0.023155384
1867,0.042309914
1870,0.01946233
1871,0.024014926
1872,0.012768279
1873,0.0022449507
1874,0.1066425
1876,0.054198097
1878,0.031711597
1879,0.17432544
1884,0.021888712
1885,0.0028229686
1888,0.024605425
1893,0.00634574
1897,0.04161814
1901,0.01072029
1902,0.009403612
1903,0.0023101312
1905,0.039509717
1907,0.0055297785
1908,0.26331264
1919,0.15534109
1921,0.19012973
1926,0.007810403
1928,0.015293704
1930,0.16034779
1933,0.036391385
1934,0.012068728
1935,0.06305418
1939,0.20439178
1940,0.015517038
1942,0.0043096393
1943,0.0071047726
1945,0.010609569
1946,0.028900152
1948,0.03756184
1949,0.012609094
1952,0.02486861
1953,0.021029197
1955,0.0077608735
1959,0.050069503
1963,0.012365206
1965,0.06491647
1967,0.012179289
1968,0.020094503
1969,0.0012834362
1970,0.06506681
1973,0.010654954
1977,0.15571593
1978,0.0031560985
1979,0.0013936397
1988,0.039047945
1991,0.01903017
1994,0.0004913927
1996,0.004298955
1997,0.011134366
1998,0.008260059
2000,0.08220123
2002,0.005891356
2004,0.027532155
2007,0.047302235
2008,0.010842361
2010,0.0038543437
2011,0.028890131
2012,0.061621554
2015,0.015890531
2018,0.0014156165
2019,0.0025348256
2023,0.026210785
2024,0.053139925
2026,0.006200293
2028,0.0035269628
2029,0.012829244
2031,0.0086079845
2033,0.030869197
2034,0.08834984
2037,0.19160026
2038,0.012179289
2039,0.01034052
2040,0.002429001
2042,0.008426593
2045,0.020017656
2048,0.025780534
2049,0.026028784
2050,0.020583412
2057,0.034520324
2061,0.024309203
2063,0.056492448
2067,0.017305171
2069,0.031990834
2070,0.014083429
2072,0.28159183
2073,0.07129589
2075,0.007508907
2076,0.11438088
2081,0.01655521
2082,0.07282606
2084,0.04980438
2085,0.1212655
2086,0.020683678
2088,0.033406083
2092,0.082423374
2093,0.010828389
2094,0.0026332564
2096,0.08597661
2102,0.012632619
2103,0.107029095
2104,0.04455225
2108,0.13079247
2109,0.006379894
2111,0.037157096
2113,0.032719053
2116,0.072804004
2117,0.03173599
2118,0.013547982
2119,0.011079321
2120,0.0024189465
2121,0.013737494
2124,0.038359147
2125,0.023246152
2126,0.0062913923
2127,0.25331178
2131,0.0009013888
2133,0.078045286
2134,0.021500751
2136,0.0115331765
2137,0.076570235
2139,0.03309782
2144,0.00050324225
2145,0.020509806
2146,0.08241878
2149,0.038411625
2150,0.0041823653
2151,0.034469884
2152,0.009229127
2153,0.0023693251
2157,0.060654357
2158,0.010087225
2159,0.0017587844
2161,0.0025282237
2163,0.0036060265
2166,0.025936687
2169,0.0070233354
2171,0.07616448
2177,0.0075249835
2179,0.102767855
2182,0.001180205
2184,0.16778328
2185,0.031867176
2186,0.006899468
2187,0.0051566036
2188,0.03190403
2189,0.003950556
2190,0.17968562
2194,0.0043248953
2195,0.011672886
2196,0.033370953
2198,0.13776587
2199,0.023257362
2200,0.0011980891
2201,0.010232672
2203,0.06196405
2208,0.010720927
2209,0.021891367
2210,0.017418327
2211,0.0028399294
2213,0.02015479
2214,0.00837756
2215,0.21277395
2216,0.0014172338
2218,0.0027665312
2222,0.033122923
2224,0.0010618176
2229,0.0024205626
2230,0.0062845456
2234,0.03723002
2235,0.018345926
2237,0.009969469
2239,0.0035339042
2241,0.005222788
2242,0.0046051242
2243,0.006613272
2244,0.001599663
2245,0.0013176166
2248,0.043316923
2251,0.006226058
2253,0.19784917
2254,0.0031057028
2257,0.001771796
2261,0.055482075
2262,0.008861178
2266,0.00721782
2269,0.0023081945
2275,0.006641405
2278,0.008442864
2279,0.005646929
2283,0.008838741
2284,0.039766856
2285,0.0012259907
2286,0.001197729
2287,0.12800488
2289,0.111142956
2290,0.13170211
2291,0.020683678
2293,0.013433771
2300,0.035665963
2301,0.0044629998
2302,0.040584814
2303,0.015839094
2304,0.0013219286
2305,0.04451437
2306,0.031823996
2307,0.027323397
2308,0.14506727
2311,0.028890131
2313,0.041646004
2315,0.0005565435
2316,0.030087553
2318,0.21407066
2322,0.005880419
2323,0.009558158
2325,0.05901789
2327,0.01562198
2328,0.08301786
2329,0.07745824
2330,0.020017318
2332,0.002759153
2333,0.002745441
2334,0.044900563
2337,0.026013665
2338,0.07472132
2341,0.12475565
2344,0.034020707
2345,0.005038482
2347,0.009050986
2348,0.037491564
2349,0.002043495
2350,0.004114159
2351,0.032824554
2358,0.044224028
2359,0.07849989
2361,0.020570034
2363,0.014349617
2364,0.008701808
2366,0.14847666
2369,0.002987031
2370,0.30232564
2373,0.041986454
2375,0.02272323
2377,0.03321527
2384,0.054330397
2385,0.015817419
2386,0.06417038
2387,0.00093744724
2388,0.03904487
2392,0.014799918
2393,0.027692992
2394,0.018437231
2395,0.012642632
2396,0.014837028
2397,0.031434167
2400,0.018437231
2401,0.013729685
2403,0.03347222
2407,0.08709028
2408,0.039745066
2410,0.0095568625
2414,0.18145515
2416,0.26237375
2421,0.0033398387
2422,0.034020707
2423,0.045683745
2425,0.03140718
2430,0.011578312
2433,0.0059474627
2434,0.028065661
2437,0.024280617
2438,0.013447428
2439,0.036327638
2440,0.07907183
2442,0.017804315
2444,0.014264317
2449,0.012518238
2456,0.010509184
2458,0.040055975
2462,0.010474565
2463,0.00944706
2464,0.0045701186
2465,0.0053737224
2466,0.004247569
2470,0.14315307
2476,0.006871001
2478,0.036034036
2482,0.21719104
2483,0.006611214
2484,0.16061915
2487,0.00096109614
2488,0.02543683
2493,0.005926233
2494,0.0017942154
2495,0.036199164
2499,0.019175678
2501,0.21083821
2503,0.021835154
2504,0.008013866
2507,0.0085030375
2509,0.015736032
2511,0.029251028
2512,0.073731124
2515,0.009814241
2516,0.012044669
2517,0.006784342
2521,0.23627289
2525,0.001036887
2527,0.11922299
2528,0.012738704
2529,0.0094038835
2530,0.0069524944
2531,0.14937742
2533,0.0043080417
2537,0.017874552
2538,0.012793585
2539,0.016959159
2541,0.011453233
2542,0.111142956
2543,0.0020442896
2544,0.0005194009
2545,0.0039628725
2546,0.0012000026
2548,0.030947002
2549,0.0049431943
2555,0.0018032771
2556,0.01245564
2558,0.034857497
2561,0.24292645
2563,0.2014111
2566,0.009530972
2567,0.061922614
2572,0.0023800137
2573,0.023491671
2574,0.0148504935
2578,0.0090736775
2580,0.021676896
2581,0.0035739988
2582,0.0034169853
2586,0.05997427
2588,0.004222802
2589,0.023689626
2591,0.0077663544
2594,0.048232283
2595,0.01246601
2596,0.0834649
2597,0.0057642404
2599,0.02303831
2600,0.015517038
2601,0.036018405
2611,0.0041736164
2613,0.010258145
2614,0.0042645233
2615,0.017315213
2616,0.2887529
2617,0.035571396
2618,0.0013020843
2619,0.028736616
2626,0.0023496277
2630,0.21499826
2632,0.005180371
2636,0.01405249
2639,0.03200575
2642,0.0012022812
2644,0.25623858
2647,0.013433771
2648,0.26331264
2649,0.1513071
2651,0.014244477
2652,0.0855904
2656,0.29177725
2658,0.08795865
2664,0.003385641
2667,0.07355762
2669,0.07650649
2670,0.0022226823
2671,0.22379838
2672,0.26237375
2673,0.0015582251
2678,0.014351809
2679,0.0171367
2682,0.0026788483
2684,0.003314974
2685,0.034607254
2687,0.006357363
2689,0.003497253
2700,0.007987462
2701,0.012179289
2702,0.028273426
2704,0.04037049
2707,0.004326163
2710,0.016727716
2713,0.020683678
2715,0.069735885
2716,0.0683644
2724,0.0046225297
2726,0.06705633
2727,0.012185319
2728,0.0015581939
2730,0.002476637
2731,0.048915703
2733,0.044598643
2736,0.00879983
2737,0.011072019
2739,0.047558177
2740,0.0015206164
2741,0.020957079
2745,0.026277289
2747,0.26331264
2749,0.025200205
2751,0.00109111
2752,0.049697805
2759,0.18531667
2760,0.0013411434
2764,0.0026481496
2766,0.014593026
2769,0.025043013
2772,0.044959992
2773,0.002645505
2774,0.009389468
2776,0.0066127577
2779,0.008080767
2782,0.18237917
2783,0.008171624
2788,0.0022884107
2789,0.012280741
2791,0.016079562
2793,0.029581489
2794,0.0021143882
2796,0.015679736
2801,0.020090954
2803,0.034500405
2804,0.0023055528
2805,0.012768279
2806,0.36516994
2808,0.040796127
2809,0.03098545
2812,0.0095646065
2814,0.08255259
2815,0.018553857
2816,0.059095252
2817,0.16628782
2819,0.21656615
2821,0.1780031
2822,0.017695464
2825,0.021171605
2827,0.0031560985
2829,0.021201093
2830,0.0062553734
2831,0.0035174966
2833,0.0025292207
2838,0.016368879
2839,0.043565735
2843,0.0014641916
2845,0.016065294
2849,0.022069333
2850,0.003116386
2852,0.019325912
2859,0.008482524
2861,0.002931836
2862,0.028253658
2863,0.02125332
2865,0.0087278625
2866,0.2024969
2867,0.051094722
2869,0.016289262
2871,0.0025465812
2872,0.012768279
2873,0.2634017
2874,0.0067122225
2876,0.022870304
2877,0.0032630092
2880,0.080928676
2881,0.008190769
2882,0.028732663
2885,0.0069673476
2886,0.024021856
2888,0.004848586
2889,0.024355628
2891,0.04454689
2892,0.011191436
2893,0.17899668
2897,0.06698799
2898,0.022624908
2899,0.006583575
2901,0.019857043
2903,0.10131896
2904,0.0049938424
2905,0.014999777
2906,0.050091363
2908,0.01126772
2910,0.09286877
2913,0.0012752733
2914,0.0033727265
2915,0.0020317151
2917,0.006214878
2918,0.038643513
2919,0.17899668
2920,0.03361276
2921,0.013092719
2922,0.09431665
2925,0.027482897
2926,0.019187365
2927,0.014771682
2928,0.05090269
2929,0.0021733493
2930,0.008246414
2936,0.000918565
2944,0.0022226823
2949,0.004752655
2950,0.015493383
2951,0.026743913
2952,0.010722975
2955,0.027364714
2957,0.005085868
2959,0.005784775
2960,0.016352333
2961,0.005064064
2963,0.013668434
2966,0.0023046087
2967,0.032724723
2968,0.017635936
2969,0.0051992238
2970,0.0087657375
2972,0.029610164
2973,0.010444524
2974,0.0009554552
2975,0.25954047
2976,0.005549256
2980,0.00090693287
2983,0.027323397
2984,0.15994553
2986,0.0028095597
2988,0.013820649
2989,0.036333773
2990,0.0036008768
2991,0.06508939
2994,0.0062356927
2995,0.030745853
2997,0.02419464
3000,0.026106019
3001,0.013359119
3002,0.0023858696
3003,0.059670944
3005,0.0005735087
3007,0.00053104304
3008,0.0272527
3009,0.033870786
3011,0.00649631
3012,0.11482445
3015,0.012616779
3017,0.022615451
3019,0.07285842
3022,0.021445636
3025,0.022882663
3027,0.06182627
3028,0.002595791
3030,0.0067125596
3031,0.0011053324
3033,0.017316964
3035,0.023814956
3036,0.032208655
3037,0.0018150356
3039,0.0036174515
3041,0.09469154
3046,0.00822352
3047,0.0034374257
3048,0.002323902
3050,0.06373595
3051,0.0008702575
3053,0.0016482193
3055,0.07267942
3056,0.02000569
3058,0.019784646
3060,0.18174693
3062,0.04014017
3063,0.08130076
3064,0.11101792
3065,0.27571425
3067,0.040628735
3069,0.028890131
3070,0.06371716
3072,0.28108996
3073,0.003688028
3074,0.0022226823
3079,0.06960969
3080,0.1099378
3083,0.029156985
3084,0.02832933
3089,0.0077663544
3093,0.0011730555
3094,0.100615926
3096,0.058323808
3098,0.008790868
3100,0.0029454653
3101,0.045229774
3102,0.015316635
3104,0.03562196
3105,0.027588513
3106,0.018437231
3109,0.0028299289
3110,0.004314694
3111,0.035506193
3113,0.11514624
3115,0.06575501
3116,0.009974755
3120,0.020777745
3122,0.0052360096
3124,0.018437231
3128,0.0054577836
3129,0.020178294
3130,0.049203128
3132,0.026824085
3133,0.006143115
3135,0.026570726
3138,0.009444097
3139,0.02445887
3140,0.16299742
3143,0.002989166
3146,0.2366904
3148,0.15153383
3149,0.08926127
3150,0.03577409
3152,0.0740779
3153,0.03256962
3154,0.06940061
3155,0.012054154
3159,0.018267583
3162,0.0015376807
3163,0.32381102
3164,0.0013229809
3166,0.027558396
3167,0.022797266
3168,0.0022270256
